CODELIST_SUBMVAL,TERM_SUBMVAL,SPONSOR_NAME,SPONSOR_NAME_SENTENCE_CASE,NCI_PREFERRED_NAME,ORDER,CONCEPT_ID,CATALOGUES,DEFINITION
FINDSCAT,RETINOPATHY TYPE,DMR Type,,,1,,,"Type of eye disease"
FINDSCAT,RETINOPATHY VISUAL ACUITY,Retinopathy Visual Acuity,,,1,,,"Retinopathy Visual Acuity"
FINDSCAT,REVASCULARISATION PROCEDURE,Revascularisation procedure,,,1,,,"Sponsor-defined: Revascularisation procedure
Adverse Event Reporting"
FINDSCAT,SCHOOL FUNCTIONING,School Functioning,,,1,,,School Functioning subcategory for PedsQL Quality of Life Inventory Acute V4
FINDSCAT,SCREEN FOR ALCOHOL,Screen for Alcohol,,,119,,,"Screen for Alcohol, used as a sub category for the urinalysis category"
FINDSCAT,SCREEN FOR DRUGS,Screen for drugs,,,119,,,Screen for drugs
FINDSCAT,SECTION A: YOUR EXPERIENCE BEFORE YOU STARTED THE STUDY,Section A,,,1,,,Section A: Your experience before you started the study subcategory for the Study Participant Feedback Questionnaire V1.0. Prepared by TransCelerate Patient Experience Initiative Team.
FINDSCAT,SECTION B: YOUR EXPERIENCE DURING THE TRIAL,Section B,,,2,,,Section B: Your experience during the trial subcategory for the Study Participant Feedback Questionnaire V1.0. Prepared by TransCelerate Patient Experience Initiative Team.
FINDSCAT,SECTION C: YOUR EXPERIENCE AT THE END OF THE TRIAL,Section C,,,3,,,Section C: Your experience at the end of th trial subcategory for the Study Participant Feedback Questionnaire V1.0. Prepared by TransCelerate Patient Experience Initiative Team.
FINDSCAT,SELF CARE,Self Care,,,1,,,Self care subcategory for Hemophilia Activities List. V2.0
FINDSCAT,SENSATION - G. TOE,Sensation - G. Toe,,,5,,,"Sensation - G. Toe subcategory for Clinical Neuropathy Assessment. Neuropathy Impairment Score (NIS). Dyck et al: Ann Neurol 8:590-596, 1980; Revised, Neurol 41:799-807, 1991 and Neurol 45:1115-1121, 1995"
FINDSCAT,SENSATION - I. FINGER,Sensation - I. Finger,,,4,,,"Sensation - I. Finger subcategory for Clinical Neuropathy Assessment. Neuropathy Impairment Score (NIS). Dyck et al: Ann Neurol 8:590-596, 1980; Revised, Neurol 41:799-807, 1991 and Neurol 45:1115-1121, 1995"
FINDSCAT,SF-36,SF-36 Health Survey,,,119,,,SF-36 Health Survey
FINDSCAT,SIGNS LED TO DIAGNOSIS,Signs Led to Diagnosis,,,1,,,"Signs Led to Diagnosis"
FINDSCAT,SITTING/KNEELING/STANDING,Sitting/Kneeling/Standing,,,1,,,Sitting/kneeling/standing subcategory for Pediatric Hemophilia Activities List
FINDSCAT,SLEEP AND NIGHTTIME BEHAVIOR DISORDERS,Sleep and Nighttime Behavior Disorders,,,1,,,"SLEEP AND NIGHTTIME BEHAVIOR DISORDERS subcategory for Neuropsychiatric Inventory (NPI) (copyright JL Cummings, 1994, all rights reserved; permission for commercial use required; npiTEST.net)"
FINDSCAT,SOCIAL FUNCTIONING,Social Functioning,,,1,,,Social Functioning subcategory for PedsQL Quality of Life Inventory Acute V4
FINDSCAT,SOCIAL LIFE,Social Life,,,1,,,SOCIAL LIFE subcategory for Impact of Weight on Quality of Life Kids Questionnaire
FINDSCAT,SOP,SOP,,,119,,,"SOP subcategory for e.g. inclusion or exclusion criteria that are mandated by SOP"
FINDSCAT,SPECIALIST/NURSES,Specialist/Nurses,,,104,,,Specialist/Nurses
FINDSCAT,SPOKEN LANGUAGE ABILITY,Spoken Language Ability,,,1,,,Subcategory for Alzheimer's Disease Assessment Scale - Cognitive Behavior Version 13 (ADAS-Cog V13) - Spoken Language Ability
FINDSCAT,SPORTS AND LEISURE,Sports and Leisure,,,1,,,"Hemophilia Quality of Life Questionnaire Adult Version (Haem-A-QoL)

Sports and Leisure"
FINDSCAT,SPORTS AND SCHOOL,Sports and School,,,1,,,"Hemophilia Quality of Life (HAEMO-QOL) Questionnaire Parent's Long Version Age Group II (8-12 years).

Hemophilia Quality of Life (HAEMO-QOL) Questionnaire Parent's Long Version Age Group III (13-16 years).

Sports and School"
FINDSCAT,SPS-6,Stanford presenteeism scale-6,,,1,,,Sponsor defined: Stanford presenteeism scale-6
FINDSCAT,STAIR CLIMBING,WIQ Stair Climbing,,,1,,,Stair Climbing subcategory for Walking Impairment Questionnaire
FINDSCAT,STAUDENMAYER 2015 ACTIVITY INTENSITY,Staudenmayer 2015 Activity Intensity,,,1,,,Actigraph - Staudenmayer 2015 Activity Intensity
FINDSCAT,STAUDENMAYER 2015 SEDENTARY,Staudenmayer 2015 Sedentary,,,1,,,Actigraph - Staudenmayer 2015 Sedentary
FINDSCAT,STIFFNESS,Stiffness,,,1,,,STIFFNESS subcategory for WOMAC Osteoarthritis Index NRS V3.1
FINDSCAT,SUICIDAL BEHAVIOUR,Suicidal Behaviour,,,1,,,"Suicidal behaviour, Columbia-Suicide Severity Rating Scale "
FINDSCAT,SUICIDAL IDEATION,Suicidal Ideation,,,1,,,"Suicidal ideation, Columbia-Suicide Severity Rating Scale "
FINDSCAT,SYMPTOMS,Symptoms,,,119,,,"Symptoms subcategory for e.g. inclusion or exclusion criteria"
FINDSCAT,THYROID DISEASE,Thyroid disease,,,1,,,"Sponsor-defined: Thyroid disease 
Adverse Event Reporting
The term is taken part of several different CDISC terms, but it does not exist as an independent term."
FINDSCAT,THYROID FAMILY HISTORY,Thyroid family history,,,1,,,"SHARP form: Thyroid Disease
SCAT: Thyroid family history
Question: Is there any relevant family history?
"
FINDSCAT,THYROID IMAGING,Thyroid imaging,,,1,,,"SHARP form: Thyroid Disease
SCAT: Thyroid imaging
Question: Was diagnostic imaging performed during the course of this event?
"
FINDSCAT,THYROID IMAGING PRIOR,Thyroid imaging prior,,,1,,,"SHARP form: Thyroid Disease
SCAT: Thyroid imaging prior
Question: Was thyroid imaging performed at any time prior to this event?
"
FINDSCAT,THYROID MALIGNANT,Thyroid malignant,,,1,,,"SHARP form: Thyroid Disease
SCAT: Thyroid malignant
Question: Has a thyroidectomy been performed?
"
FINDSCAT,THYROID RISK FACTORS,Thyroid risk factors,,,1,,,"SHARP form: Thyroid Disease
SCAT: Thyroid risk factors
Question: Were there any relevant risk/confounding factors identified?
"
FINDSCAT,THYROID SIGNS AND SYMPTOMS,Thyroid signs and symptoms,,,1,,,"SHARP form: Thyroid Disease
SCAT: Thyroid signs and symptoms
Question: Were symptoms/signs suggestive of this condition present at trial start?
"
FINDSCAT,THYROID SYMPTOMS LEAD TO INVESTIGATION,Thyroid symptoms lead to investigation,,,1,,,"SHARP form: Thyroid Disease
SCAT: Thyroid symptoms lead to investigation
Question: Did any of the following signs/symptoms lead to further investigation(s) of this event?
"
FINDSCAT,THYROID TREATMENT,Thyroid treatment,,,1,,,"SHARP form: Thyroid Disease
SCAT: Thyroid treatment
Question: Was any treatment(s) given for this condition?"
FINDSCAT,THYROID UNSPECIFIED TEST,Thyroid unspecified test,,,1,,,"SHARP form: Thyroid Disease
SCAT: Thyroid unspecified test
Question: Other Relevant Laboratory Data (performed to confirm the event and/or its outcome)
"
FINDSCAT,TIME SPENT SITTING,Time Spent Sitting,,,5,,,TIME SPENT SITTING subcategory for International Physical Activity Questionnaire (October 2002) Long Last 7 Days Self-Administered Version
FINDSCAT,TIMING,Timing,,,2,,,Timing
FINDSCAT,TRACY 2018,Tracy 2018,,,1,,,Actigraph - TRACY 2018
FINDSCAT,TRANSPORT & PHYSICAL ACTIVITY,Transport & Physical Activity,,,2,,,TRANSPORT subcategory for International Physical Activity Questionnaire (October 2002) Long Last 7 Days Self-Administered Version
FINDSCAT,TREATING,Treating,,,1,,,Treating
FINDSCAT,TREATMENT,Treatment,,,120,,,"Treatment subcategory for e.g. inclusion or exclusion criteria

In addition will also be used as QSSCAT for the following questionnaires:
-Hemophilia Quality of Life (HAEMO-QOL) Questionnaire Parent's Long Version Age Group I (4-7 years).
-Hemophilia Quality of Life (HAEMO-QOL) Questionnaire Parent's Long Version Age Group II (8-12 years).
-Hemophilia Quality of Life (HAEMO-QOL) Questionnaire Parent's Long Version Age Group III (13-16 years)."
FINDSCAT,TRIAL PRODUCT,Trial Product,,,260,,,"Trial product(s) involved in medication error
Trial product(s)"
FINDSCAT,TRIM-AGHD,TRIM Growth hormone defiency in adults,,,1,,,"Sponsor-defined
TRIM-AGHD: Assessing the impact of growth hormone defiency in adults"
FINDSCAT,TRIM-Diabetes,TRIM-D,,,120,,,Treatment Related Impact Measure - Diabetes
FINDSCAT,TRIM-Hypo,TRIM-HYPO,,,260,,,Treatment Related Impact Measure ? Hypoglyceamic Events
FINDSCAT,TRIM-Weight,TRIM-W,,,120,,,Treatment Related Impact Measure ? Weight
FINDSCAT,TRUNK MOVEMENTS,Trunk Movements,,,1,,,"Trunk Movements subcategory for Abnormal Involuntary Movement Scale. 
(Guy W. Ed. ECDEU Assessment Manual for Psychopharmacology. Rockville MD: US Dept of Health, Education and Welfare. 1976, Publication No. (ADM) 76-338)"
FINDSCAT,TSQM-9,Treatment Satisfaction Quest. Med.,,,324,,,"Treatment Satisfaction Questionnaire for Medication
TSQM-9"
FINDSCAT,Treatment Burden - CGHD-Observer,Treatment Burden - CGHD-Observe,,,1,,,Treatment Burden - CGHD-Observe Question
FINDSCAT,Treatment Preference Questionnaire,Treatment Preference Questionnaire,,,321,,,Treatment Preference Questionnaire
FINDSCAT,UNCONTROLLED EATING,Uncontrolled Eating,,,1,,,Three Factor Eating Questionnaire (TFEQ)
FINDSCAT,UNIVERSITY OF WEST FLORIDA 2019 ADULT,University of West Florida 2019 Adult,,,1,,,Actigraph - University of West Florida 2019 Adult
FINDSCAT,USE OF ITEM,Use of Item,,,1,,,"Subject used item, subcategory for 6- Minute Walk Test"
FINDSCAT,USE OF TRANSPORT,Use of Transport,,,1,,,Use of transport subcategory for Pediatric Hemophilia Activities List
FINDSCAT,USE OF TRANSPORTATION,Use of Transportation,,,1,,,Use of transportation subcategory for Hemophilia Activities List. V2.0
FINDSCAT,VECTOR MAGNITUDE,Vector Magnitude,,,1,,,Actigraph - Vector Magnitude
FINDSCAT,VIEW OF HIMSELF,View of Himself,,,1,,,"Hemophilia Quality of Life (HAEMO-QOL) Questionnaire Parent's Long Version Age Group I (4-7 years).

Hemophilia Quality of Life (HAEMO-QOL) Questionnaire Parent's Long Version Age Group II (8-12 years).

Hemophilia Quality of Life (HAEMO-QOL) Questionnaire Parent's Long Version Age Group III (13-16 years).

View of Himself"
FINDSCAT,VIEW OF YOURSELF,View of Yourself,,,1,,,"Hemophilia Quality of Life (HAEMO-QOL) Questionnaire Children's Long Version Age Group II

Hemophilia Quality of Life (HAEMO-QOL) Questionnaire Children's Long Version Age Group III

View of Yourself"
FINDSCAT,VISUOSPATIAL/EXECUTIVE,Visuospatial/executive,,,1,,,Subcategories for Montreal Cognitive Assessment (MoCA) with individual items.
FINDSCAT,WALK QUICKLY,Walk Quickly,,,1,,,Walk Quickly subcategory for Patient Global Impression
FINDSCAT,WALKING DISTANCE,WIQ Walking Distance,,,1,,,Walking Distance subcategory for Walking Impairment Questionnaire
FINDSCAT,WALKING IMPAIRMENT - DIFFERENTIAL DIAGNOSIS,WIQ Diagnosis,,,1,,,Walking Impairment - Differential Diagnosis subcategory for Walking Impairment Questionnaire
FINDSCAT,WALKING IMPAIRMENT - PAD SPECIFIC QUESTIONS,WIQ PAD Specific,,,1,,,Walking Impairment - PAD Specific Questions subcategory for Walking Impairment Questionnaire
FINDSCAT,WALKING SPEED,WIQ Walking Speed,,,1,,,Walking Speed subcategory for Walking Impairment Questionnaire
FINDSCAT,WORD FINDING DIFFICULTY,Word Finding Difficulty,,,1,,,Subcategory for Alzheimer's Disease Assessment Scale - Cognitive Behavior Version 13 (ADAS-Cog V13) - Word Finding Difficulty
FINDSCAT,WORD RECALL,Word Recall,,,1,,,Subcategory for Alzheimer's Disease Assessment Scale - Cognitive Behavior Version 13 (ADAS-Cog V13) - Word Recall
FINDSCAT,WORD RECOGNITION,Word Recognition,,,1,,,Subcategory for Alzheimer's Disease Assessment Scale - Cognitive Behavior Version 13 (ADAS-Cog V13) - Word Recognition
FINDSCAT,WORK AND SCHOOL,Work and School,,,1,,,"Hemophilia Quality of Life Questionnaire Adult Version (Haem-A-QoL)

Work and School"
FINDSCAT,WPAI-SHP,Work Productivity and Activity Impairmen,,,1,,,"Work Productivity and Activity Impairment Questionnaire: Specific Health Problem
CDISC Code: C100779 (2016-06-24 package)
CDISC Submission Value: WPAI-SHP
CDISC synonyms: Work Productivity and Activity Impairment Questionnaire - Specific Health Problem V2.0 Questionnaire Test Name
CDISC Definition: The Work Productivity and Activity Impairment - Specific Health Problems Questionnaire Version 2.0 (WPAI01) (http://www.reillyassociates.net/WPAI_SHP.html).
NCI Preferred Term: Work Productivity and Activity Impairment Specific Health Problems Version 2.0 Questionnaire"
FINDSCAT,WRSS_V2.0,Weight Related Sign and Symptom v2.0,,,1,,,Sponsor Defined: Weight Related Sign and Symptom measure version 2.0
